Date,Fiscal_Year,Brand_Model,Metric_Type,Units
2012-09-01,2012-13,Toyota Corolla,Prod,2614
2012-09-01,2012-13,Toyota Corolla,Sale,1768
2012-10-01,2012-13,Toyota Corolla,Prod,1956
2012-10-01,2012-13,Toyota Corolla,Sale,2155
2012-11-01,2012-13,Toyota Corolla,Prod,1686
2012-11-01,2012-13,Toyota Corolla,Sale,1860
2012-12-01,2012-13,Toyota Corolla,Prod,786
2012-12-01,2012-13,Toyota Corolla,Sale,1382
2013-01-01,2012-13,Toyota Corolla,Prod,3418
2013-01-01,2012-13,Toyota Corolla,Sale,3296
2013-02-01,2012-13,Toyota Corolla,Prod,2975
2013-02-01,2012-13,Toyota Corolla,Sale,3337
2013-03-01,2012-13,Toyota Corolla,Prod,3101
2013-03-01,2012-13,Toyota Corolla,Sale,3284
2013-04-01,2012-13,Toyota Corolla,Prod,3637
2013-04-01,2012-13,Toyota Corolla,Sale,3284
2013-05-01,2012-13,Toyota Corolla,Prod,3637
2013-05-01,2012-13,Toyota Corolla,Sale,3339
2013-06-01,2012-13,Toyota Corolla,Prod,3531
2013-06-01,2012-13,Toyota Corolla,Sale,3639
2013-07-01,2013-14,Toyota Corolla,Prod,2361
2013-07-01,2013-14,Toyota Corolla,Sale,2368
2013-08-01,2013-14,Toyota Corolla,Prod,2567
2013-08-01,2013-14,Toyota Corolla,Sale,2627
2013-09-01,2013-14,Toyota Corolla,Prod,1931
2013-09-01,2013-14,Toyota Corolla,Sale,2114
2013-10-01,2013-14,Toyota Corolla,Prod,2140
2013-10-01,2013-14,Toyota Corolla,Sale,2266
2013-11-01,2013-14,Toyota Corolla,Prod,1844
2013-11-01,2013-14,Toyota Corolla,Sale,1966
2013-12-01,2013-14,Toyota Corolla,Prod,1611
2013-12-01,2013-14,Toyota Corolla,Sale,1534
2014-01-01,2013-14,Toyota Corolla,Prod,3465
2014-01-01,2013-14,Toyota Corolla,Sale,3611
2014-02-01,2013-14,Toyota Corolla,Prod,2914
2014-02-01,2013-14,Toyota Corolla,Sale,3141
2014-03-01,2013-14,Toyota Corolla,Prod,3635
2014-03-01,2013-14,Toyota Corolla,Sale,3399
2014-04-01,2013-14,Toyota Corolla,Prod,2362
2014-04-01,2013-14,Toyota Corolla,Sale,2648
2014-05-01,2013-14,Toyota Corolla,Prod,2668
2014-05-01,2013-14,Toyota Corolla,Sale,2443
2014-06-01,2013-14,Toyota Corolla,Prod,626
2014-06-01,2013-14,Toyota Corolla,Sale,970
2014-07-01,2014-15,Toyota Corolla,Prod,1055
2014-07-01,2014-15,Toyota Corolla,Sale,673
2014-08-01,2014-15,Toyota Corolla,Prod,3141
2014-08-01,2014-15,Toyota Corolla,Sale,3515
2014-09-01,2014-15,Toyota Corolla,Prod,4463
2014-09-01,2014-15,Toyota Corolla,Sale,4358
2014-10-01,2014-15,Toyota Corolla,Prod,4152
2014-10-01,2014-15,Toyota Corolla,Sale,4099
2014-11-01,2014-15,Toyota Corolla,Prod,4311
2014-11-01,2014-15,Toyota Corolla,Sale,4202
2014-12-01,2014-15,Toyota Corolla,Prod,3620
2014-12-01,2014-15,Toyota Corolla,Sale,3882
2015-01-01,2014-15,Toyota Corolla,Prod,6016
2015-01-01,2014-15,Toyota Corolla,Sale,5864
2015-02-01,2014-15,Toyota Corolla,Prod,4685
2015-02-01,2014-15,Toyota Corolla,Sale,4449
2015-03-01,2014-15,Toyota Corolla,Prod,4860
2015-03-01,2014-15,Toyota Corolla,Sale,5196
2015-04-01,2014-15,Toyota Corolla,Prod,5461
2015-04-01,2014-15,Toyota Corolla,Sale,5412
2015-05-01,2014-15,Toyota Corolla,Prod,5002
2015-05-01,2014-15,Toyota Corolla,Sale,5030
2015-06-01,2014-15,Toyota Corolla,Prod,4626
2015-06-01,2014-15,Toyota Corolla,Sale,4718
2015-07-01,2015-16,Toyota Corolla,Prod,3906
2015-07-01,2015-16,Toyota Corolla,Sale,3868
2015-08-01,2015-16,Toyota Corolla,Prod,4993
2015-08-01,2015-16,Toyota Corolla,Sale,4972
2015-09-01,2015-16,Toyota Corolla,Prod,4680
2015-09-01,2015-16,Toyota Corolla,Sale,4672
2015-10-01,2015-16,Toyota Corolla,Prod,4885
2015-10-01,2015-16,Toyota Corolla,Sale,4912
2015-11-01,2015-16,Toyota Corolla,Prod,4965
2015-11-01,2015-16,Toyota Corolla,Sale,4960
2015-12-01,2015-16,Toyota Corolla,Prod,4230
2015-12-01,2015-16,Toyota Corolla,Sale,4297
2016-01-01,2015-16,Toyota Corolla,Prod,5628
2016-01-01,2015-16,Toyota Corolla,Sale,5544
2016-02-01,2015-16,Toyota Corolla,Prod,4915
2016-02-01,2015-16,Toyota Corolla,Sale,4844
2016-03-01,2015-16,Toyota Corolla,Prod,5238
2016-03-01,2015-16,Toyota Corolla,Sale,5275
2016-04-01,2015-16,Toyota Corolla,Prod,4881
2016-04-01,2015-16,Toyota Corolla,Sale,4859
2016-05-01,2015-16,Toyota Corolla,Prod,5234
2016-05-01,2015-16,Toyota Corolla,Sale,5207
2016-06-01,2015-16,Toyota Corolla,Prod,3919
2016-06-01,2015-16,Toyota Corolla,Sale,4042
2016-07-01,2016-17,Toyota Corolla,Prod,3769
2016-07-01,2016-17,Toyota Corolla,Sale,3678
2016-08-01,2016-17,Toyota Corolla,Prod,4609
2016-08-01,2016-17,Toyota Corolla,Sale,4572
2016-09-01,2016-17,Toyota Corolla,Prod,4355
2016-09-01,2016-17,Toyota Corolla,Sale,4405
2016-10-01,2016-17,Toyota Corolla,Prod,4095
2016-10-01,2016-17,Toyota Corolla,Sale,3954
2016-11-01,2016-17,Toyota Corolla,Prod,5113
2016-11-01,2016-17,Toyota Corolla,Sale,5019
2016-12-01,2016-17,Toyota Corolla,Prod,4005
2016-12-01,2016-17,Toyota Corolla,Sale,4140
2017-01-01,2016-17,Toyota Corolla,Prod,4967
2017-01-01,2016-17,Toyota Corolla,Sale,5108
2017-02-01,2016-17,Toyota Corolla,Prod,4648
2017-02-01,2016-17,Toyota Corolla,Sale,4625
2017-03-01,2016-17,Toyota Corolla,Prod,5213
2017-03-01,2016-17,Toyota Corolla,Sale,5193
2017-04-01,2016-17,Toyota Corolla,Prod,4760
2017-04-01,2016-17,Toyota Corolla,Sale,4753
2017-05-01,2016-17,Toyota Corolla,Prod,4267
2017-05-01,2016-17,Toyota Corolla,Sale,4220
2017-06-01,2016-17,Toyota Corolla,Prod,3073
2017-06-01,2016-17,Toyota Corolla,Sale,3009
2017-07-01,2017-18,Toyota Corolla,Prod,4171
2017-07-01,2017-18,Toyota Corolla,Sale,3875
2017-08-01,2017-18,Toyota Corolla,Prod,4291
2017-08-01,2017-18,Toyota Corolla,Sale,4782
2017-09-01,2017-18,Toyota Corolla,Prod,4137
2017-09-01,2017-18,Toyota Corolla,Sale,4108
2017-10-01,2017-18,Toyota Corolla,Prod,4170
2017-10-01,2017-18,Toyota Corolla,Sale,4216
2017-11-01,2017-18,Toyota Corolla,Prod,4543
2017-11-01,2017-18,Toyota Corolla,Sale,4537
2017-12-01,2017-18,Toyota Corolla,Prod,3790
2017-12-01,2017-18,Toyota Corolla,Sale,3807
2018-01-01,2017-18,Toyota Corolla,Prod,4325
2018-01-01,2017-18,Toyota Corolla,Sale,4243
2018-02-01,2017-18,Toyota Corolla,Prod,3955
2018-02-01,2017-18,Toyota Corolla,Sale,4034
2018-03-01,2017-18,Toyota Corolla,Prod,4728
2018-03-01,2017-18,Toyota Corolla,Sale,4642
2018-04-01,2017-18,Toyota Corolla,Prod,4882
2018-04-01,2017-18,Toyota Corolla,Sale,4946
2018-05-01,2017-18,Toyota Corolla,Prod,4665
2018-05-01,2017-18,Toyota Corolla,Sale,4676
2018-06-01,2017-18,Toyota Corolla,Prod,3561
2018-06-01,2017-18,Toyota Corolla,Sale,3546
2018-07-01,2018-19,Toyota Corolla,Prod,4652
2018-07-01,2018-19,Toyota Corolla,Sale,4566
2018-08-01,2018-19,Toyota Corolla,Prod,4152
2018-08-01,2018-19,Toyota Corolla,Sale,4204
2018-09-01,2018-19,Toyota Corolla,Prod,4476
2018-09-01,2018-19,Toyota Corolla,Sale,4426
2018-10-01,2018-19,Toyota Corolla,Prod,5514
2018-10-01,2018-19,Toyota Corolla,Sale,5618
2018-11-01,2018-19,Toyota Corolla,Prod,5325
2018-11-01,2018-19,Toyota Corolla,Sale,4957
2018-12-01,2018-19,Toyota Corolla,Prod,3838
2018-12-01,2018-19,Toyota Corolla,Sale,4179
2019-01-01,2018-19,Toyota Corolla,Prod,5433
2019-01-01,2018-19,Toyota Corolla,Sale,5353
2019-02-01,2018-19,Toyota Corolla,Prod,4878
2019-02-01,2018-19,Toyota Corolla,Sale,4945
2019-03-01,2018-19,Toyota Corolla,Prod,4871
2019-03-01,2018-19,Toyota Corolla,Sale,4741
2019-04-01,2018-19,Toyota Corolla,Prod,5130
2019-04-01,2018-19,Toyota Corolla,Sale,5256
2019-05-01,2018-19,Toyota Corolla,Prod,4114
2019-05-01,2018-19,Toyota Corolla,Sale,4069
2019-06-01,2018-19,Toyota Corolla,Prod,4301
2019-06-01,2018-19,Toyota Corolla,Sale,4406
2019-07-01,2019-20,Toyota Corolla,Prod,2827
2019-07-01,2019-20,Toyota Corolla,Sale,1981
2019-08-01,2019-20,Toyota Corolla,Prod,2481
2019-08-01,2019-20,Toyota Corolla,Sale,1727
2019-09-01,2019-20,Toyota Corolla,Prod,1376
2019-09-01,2019-20,Toyota Corolla,Sale,1795
2019-10-01,2019-20,Toyota Corolla,Prod,1600
2019-10-01,2019-20,Toyota Corolla,Sale,1982
2019-11-01,2019-20,Toyota Corolla,Prod,1806
2019-11-01,2019-20,Toyota Corolla,Sale,2172
2019-12-01,2019-20,Toyota Corolla,Prod,1715
2019-12-01,2019-20,Toyota Corolla,Sale,2085
2020-01-01,2019-20,Toyota Corolla,Prod,3451
2020-01-01,2019-20,Toyota Corolla,Sale,3445
2020-02-01,2019-20,Toyota Corolla,Prod,3764
2020-02-01,2019-20,Toyota Corolla,Sale,3715
2020-03-01,2019-20,Toyota Corolla,Prod,2220
2020-03-01,2019-20,Toyota Corolla,Sale,2089
2020-04-01,2019-20,Toyota Corolla,Prod,0
2020-04-01,2019-20,Toyota Corolla,Sale,0
2020-05-01,2019-20,Toyota Corolla,Prod,196
2020-05-01,2019-20,Toyota Corolla,Sale,294
2020-06-01,2019-20,Toyota Corolla,Prod,744
2020-06-01,2019-20,Toyota Corolla,Sale,855
2020-07-01,2020-21,Toyota Corolla,Prod,1561
2020-07-01,2020-21,Toyota Corolla,Sale,1528
2020-08-01,2020-21,Toyota Corolla,Prod,836
2020-08-01,2020-21,Toyota Corolla,Sale,867
2020-09-01,2020-21,Toyota Corolla,Prod,1203
2020-09-01,2020-21,Toyota Corolla,Sale,1219
2020-10-01,2020-21,Toyota Corolla,Prod,1307
2020-10-01,2020-21,Toyota Corolla,Sale,1314
2020-11-01,2020-21,Toyota Corolla,Prod,1704
2020-11-01,2020-21,Toyota Corolla,Sale,1704
2020-12-01,2020-21,Toyota Corolla,Prod,1829
2020-12-01,2020-21,Toyota Corolla,Sale,1795
2021-01-01,2020-21,Toyota Corolla,Prod,1510
2021-01-01,2020-21,Toyota Corolla,Sale,1525
2021-02-01,2020-21,Toyota Corolla,Prod,1159
2021-02-01,2020-21,Toyota Corolla,Sale,1177
2021-03-01,2020-21,Toyota Corolla,Prod,2150
2021-03-01,2020-21,Toyota Corolla,Sale,2126
2021-04-01,2020-21,Toyota Corolla,Prod,1687
2021-04-01,2020-21,Toyota Corolla,Sale,1724
2021-05-01,2020-21,Toyota Corolla,Prod,1527
2021-05-01,2020-21,Toyota Corolla,Sale,1514
2021-06-01,2020-21,Toyota Corolla,Prod,2079
2021-06-01,2020-21,Toyota Corolla,Sale,1862
2012-07-01,2012-13,Toyota Fortuner,Prod,0
2012-07-01,2012-13,Toyota Fortuner,Sale,0
2012-08-01,2012-13,Toyota Fortuner,Prod,0
2012-08-01,2012-13,Toyota Fortuner,Sale,0
2012-09-01,2012-13,Toyota Fortuner,Prod,0
2012-09-01,2012-13,Toyota Fortuner,Sale,0
2012-10-01,2012-13,Toyota Fortuner,Prod,0
2012-10-01,2012-13,Toyota Fortuner,Sale,0
2012-11-01,2012-13,Toyota Fortuner,Prod,0
2012-11-01,2012-13,Toyota Fortuner,Sale,0
2012-12-01,2012-13,Toyota Fortuner,Prod,0
2012-12-01,2012-13,Toyota Fortuner,Sale,0
2013-01-01,2012-13,Toyota Fortuner,Prod,0
2013-01-01,2012-13,Toyota Fortuner,Sale,0
2013-02-01,2012-13,Toyota Fortuner,Prod,101
2013-02-01,2012-13,Toyota Fortuner,Sale,3
2013-03-01,2012-13,Toyota Fortuner,Prod,168
2013-03-01,2012-13,Toyota Fortuner,Sale,228
2013-04-01,2012-13,Toyota Fortuner,Prod,227
2013-04-01,2012-13,Toyota Fortuner,Sale,240
2013-05-01,2012-13,Toyota Fortuner,Prod,182
2013-05-01,2012-13,Toyota Fortuner,Sale,155
2013-06-01,2012-13,Toyota Fortuner,Prod,169
2013-06-01,2012-13,Toyota Fortuner,Sale,186
2013-07-01,2013-14,Toyota Fortuner,Prod,70
2013-07-01,2013-14,Toyota Fortuner,Sale,45
2013-08-01,2013-14,Toyota Fortuner,Prod,31
2013-08-01,2013-14,Toyota Fortuner,Sale,46
2013-09-01,2013-14,Toyota Fortuner,Prod,15
2013-09-01,2013-14,Toyota Fortuner,Sale,29
2013-10-01,2013-14,Toyota Fortuner,Prod,48
2013-10-01,2013-14,Toyota Fortuner,Sale,30
2013-11-01,2013-14,Toyota Fortuner,Prod,57
2013-11-01,2013-14,Toyota Fortuner,Sale,25
2013-12-01,2013-14,Toyota Fortuner,Prod,5
2013-12-01,2013-14,Toyota Fortuner,Sale,52
2014-01-01,2013-14,Toyota Fortuner,Prod,53
2014-01-01,2013-14,Toyota Fortuner,Sale,40
2014-02-01,2013-14,Toyota Fortuner,Prod,11
2014-02-01,2013-14,Toyota Fortuner,Sale,31
2014-03-01,2013-14,Toyota Fortuner,Prod,33
2014-03-01,2013-14,Toyota Fortuner,Sale,31
2014-04-01,2013-14,Toyota Fortuner,Prod,29
2014-04-01,2013-14,Toyota Fortuner,Sale,29
2014-05-01,2013-14,Toyota Fortuner,Prod,31
2014-05-01,2013-14,Toyota Fortuner,Sale,28
2014-06-01,2013-14,Toyota Fortuner,Prod,37
2014-06-01,2013-14,Toyota Fortuner,Sale,4
2014-07-01,2014-15,Toyota Fortuner,Prod,26
2014-07-01,2014-15,Toyota Fortuner,Sale,70
2014-08-01,2014-15,Toyota Fortuner,Prod,67
2014-08-01,2014-15,Toyota Fortuner,Sale,75
2014-09-01,2014-15,Toyota Fortuner,Prod,79
2014-09-01,2014-15,Toyota Fortuner,Sale,56
2014-10-01,2014-15,Toyota Fortuner,Prod,70
2014-10-01,2014-15,Toyota Fortuner,Sale,79
2014-11-01,2014-15,Toyota Fortuner,Prod,87
2014-11-01,2014-15,Toyota Fortuner,Sale,60
2014-12-01,2014-15,Toyota Fortuner,Prod,29
2014-12-01,2014-15,Toyota Fortuner,Sale,21
2015-01-01,2014-15,Toyota Fortuner,Prod,26
2015-01-01,2014-15,Toyota Fortuner,Sale,71
2015-02-01,2014-15,Toyota Fortuner,Prod,63
2015-02-01,2014-15,Toyota Fortuner,Sale,52
2015-03-01,2014-15,Toyota Fortuner,Prod,78
2015-03-01,2014-15,Toyota Fortuner,Sale,73
2015-04-01,2014-15,Toyota Fortuner,Prod,87
2015-04-01,2014-15,Toyota Fortuner,Sale,67
2015-05-01,2014-15,Toyota Fortuner,Prod,47
2015-05-01,2014-15,Toyota Fortuner,Sale,44
2015-06-01,2014-15,Toyota Fortuner,Prod,26
2015-06-01,2014-15,Toyota Fortuner,Sale,54
2015-07-01,2015-16,Toyota Fortuner,Prod,47
2015-07-01,2015-16,Toyota Fortuner,Sale,56
2015-08-01,2015-16,Toyota Fortuner,Prod,69
2015-08-01,2015-16,Toyota Fortuner,Sale,48
2015-09-01,2015-16,Toyota Fortuner,Prod,52
2015-09-01,2015-16,Toyota Fortuner,Sale,54
2015-10-01,2015-16,Toyota Fortuner,Prod,32
2015-10-01,2015-16,Toyota Fortuner,Sale,46
2015-11-01,2015-16,Toyota Fortuner,Prod,41
2015-11-01,2015-16,Toyota Fortuner,Sale,37
2015-12-01,2015-16,Toyota Fortuner,Prod,22
2015-12-01,2015-16,Toyota Fortuner,Sale,41
2016-01-01,2015-16,Toyota Fortuner,Prod,73
2016-01-01,2015-16,Toyota Fortuner,Sale,50
2016-02-01,2015-16,Toyota Fortuner,Prod,53
2016-02-01,2015-16,Toyota Fortuner,Sale,36
2016-03-01,2015-16,Toyota Fortuner,Prod,41
2016-03-01,2015-16,Toyota Fortuner,Sale,60
2016-04-01,2015-16,Toyota Fortuner,Prod,50
2016-04-01,2015-16,Toyota Fortuner,Sale,60
2016-05-01,2015-16,Toyota Fortuner,Prod,26
2016-05-01,2015-16,Toyota Fortuner,Sale,30
2016-06-01,2015-16,Toyota Fortuner,Prod,76
2016-06-01,2015-16,Toyota Fortuner,Sale,84
2007-07-01,2007-08,Toyota Hilux,Prod,0
2007-07-01,2007-08,Toyota Hilux,Sale,0
2007-08-01,2007-08,Toyota Hilux,Prod,6
2007-08-01,2007-08,Toyota Hilux,Sale,1
2007-09-01,2007-08,Toyota Hilux,Prod,1
2007-09-01,2007-08,Toyota Hilux,Sale,2
2007-10-01,2007-08,Toyota Hilux,Prod,108
2007-10-01,2007-08,Toyota Hilux,Sale,2
2007-11-01,2007-08,Toyota Hilux,Prod,275
2007-11-01,2007-08,Toyota Hilux,Sale,174
2007-12-01,2007-08,Toyota Hilux,Prod,196
2007-12-01,2007-08,Toyota Hilux,Sale,276
2008-01-01,2007-08,Toyota Hilux,Prod,345
2008-01-01,2007-08,Toyota Hilux,Sale,376
2008-02-01,2007-08,Toyota Hilux,Prod,389
2008-02-01,2007-08,Toyota Hilux,Sale,295
2008-03-01,2007-08,Toyota Hilux,Prod,276
2008-03-01,2007-08,Toyota Hilux,Sale,384
2008-04-01,2007-08,Toyota Hilux,Prod,259
2008-04-01,2007-08,Toyota Hilux,Sale,106
2008-05-01,2007-08,Toyota Hilux,Prod,123
2008-05-01,2007-08,Toyota Hilux,Sale,119
2008-06-01,2007-08,Toyota Hilux,Prod,160
2008-06-01,2007-08,Toyota Hilux,Sale,266
2008-07-01,2008-09,Toyota Hilux,Prod,160
2008-07-01,2008-09,Toyota Hilux,Sale,81
2008-08-01,2008-09,Toyota Hilux,Prod,150
2008-08-01,2008-09,Toyota Hilux,Sale,123
2008-09-01,2008-09,Toyota Hilux,Prod,165
2008-09-01,2008-09,Toyota Hilux,Sale,145
2008-10-01,2008-09,Toyota Hilux,Prod,123
2008-10-01,2008-09,Toyota Hilux,Sale,180
2008-11-01,2008-09,Toyota Hilux,Prod,112
2008-11-01,2008-09,Toyota Hilux,Sale,45
2008-12-01,2008-09,Toyota Hilux,Prod,1
2008-12-01,2008-09,Toyota Hilux,Sale,46
2009-01-01,2008-09,Toyota Hilux,Prod,120
2009-01-01,2008-09,Toyota Hilux,Sale,26
2009-02-01,2008-09,Toyota Hilux,Prod,80
2009-02-01,2008-09,Toyota Hilux,Sale,48
2009-03-01,2008-09,Toyota Hilux,Prod,78
2009-03-01,2008-09,Toyota Hilux,Sale,78
2009-04-01,2008-09,Toyota Hilux,Prod,120
2009-04-01,2008-09,Toyota Hilux,Sale,140
2009-05-01,2008-09,Toyota Hilux,Prod,148
2009-05-01,2008-09,Toyota Hilux,Sale,169
2009-06-01,2008-09,Toyota Hilux,Prod,184
2009-06-01,2008-09,Toyota Hilux,Sale,453
2009-07-01,2009-10,Toyota Hilux,Prod,204
2009-07-01,2009-10,Toyota Hilux,Sale,131
2009-08-01,2009-10,Toyota Hilux,Prod,168
2009-08-01,2009-10,Toyota Hilux,Sale,152
2009-09-01,2009-10,Toyota Hilux,Prod,151
2009-09-01,2009-10,Toyota Hilux,Sale,73
2009-10-01,2009-10,Toyota Hilux,Prod,163
2009-10-01,2009-10,Toyota Hilux,Sale,108
2009-11-01,2009-10,Toyota Hilux,Prod,190
2009-11-01,2009-10,Toyota Hilux,Sale,100
2009-12-01,2009-10,Toyota Hilux,Prod,129
2009-12-01,2009-10,Toyota Hilux,Sale,174
2010-01-01,2009-10,Toyota Hilux,Prod,204
2010-01-01,2009-10,Toyota Hilux,Sale,118
2010-02-01,2009-10,Toyota Hilux,Prod,171
2010-02-01,2009-10,Toyota Hilux,Sale,116
2010-03-01,2009-10,Toyota Hilux,Prod,130
2010-03-01,2009-10,Toyota Hilux,Sale,194
2010-04-01,2009-10,Toyota Hilux,Prod,196
2010-04-01,2009-10,Toyota Hilux,Sale,320
2010-05-01,2009-10,Toyota Hilux,Prod,179
2010-05-01,2009-10,Toyota Hilux,Sale,114
2010-06-01,2009-10,Toyota Hilux,Prod,145
2010-06-01,2009-10,Toyota Hilux,Sale,412
2010-07-01,2010-11,Toyota Hilux,Prod,178
2010-07-01,2010-11,Toyota Hilux,Sale,178
2010-08-01,2010-11,Toyota Hilux,Prod,137
2010-08-01,2010-11,Toyota Hilux,Sale,67
2010-09-01,2010-11,Toyota Hilux,Prod,179
2010-09-01,2010-11,Toyota Hilux,Sale,40
2010-10-01,2010-11,Toyota Hilux,Prod,114
2010-10-01,2010-11,Toyota Hilux,Sale,182
2010-11-01,2010-11,Toyota Hilux,Prod,298
2010-11-01,2010-11,Toyota Hilux,Sale,111
2010-12-01,2010-11,Toyota Hilux,Prod,275
2010-12-01,2010-11,Toyota Hilux,Sale,154
2011-01-01,2010-11,Toyota Hilux,Prod,305
2011-01-01,2010-11,Toyota Hilux,Sale,317
2011-02-01,2010-11,Toyota Hilux,Prod,363
2011-02-01,2010-11,Toyota Hilux,Sale,325
2011-03-01,2010-11,Toyota Hilux,Prod,324
2011-03-01,2010-11,Toyota Hilux,Sale,402
2011-04-01,2010-11,Toyota Hilux,Prod,303
2011-04-01,2010-11,Toyota Hilux,Sale,247
2011-05-01,2010-11,Toyota Hilux,Prod,239
2011-05-01,2010-11,Toyota Hilux,Sale,305
2011-06-01,2010-11,Toyota Hilux,Prod,345
2011-06-01,2010-11,Toyota Hilux,Sale,569
2011-07-01,2011-12,Toyota Hilux,Prod,369
2011-07-01,2011-12,Toyota Hilux,Sale,412
2011-08-01,2011-12,Toyota Hilux,Prod,322
2011-08-01,2011-12,Toyota Hilux,Sale,215
2011-09-01,2011-12,Toyota Hilux,Prod,441
2011-09-01,2011-12,Toyota Hilux,Sale,229
2011-10-01,2011-12,Toyota Hilux,Prod,468
2011-10-01,2011-12,Toyota Hilux,Sale,243
2011-11-01,2011-12,Toyota Hilux,Prod,397
2011-11-01,2011-12,Toyota Hilux,Sale,243
2011-12-01,2011-12,Toyota Hilux,Prod,215
2011-12-01,2011-12,Toyota Hilux,Sale,820
2012-01-01,2011-12,Toyota Hilux,Prod,585
2012-01-01,2011-12,Toyota Hilux,Sale,170
2012-02-01,2011-12,Toyota Hilux,Prod,210
2012-02-01,2011-12,Toyota Hilux,Sale,229
2012-03-01,2011-12,Toyota Hilux,Prod,437
2012-03-01,2011-12,Toyota Hilux,Sale,297
2012-04-01,2011-12,Toyota Hilux,Prod,516
2012-04-01,2011-12,Toyota Hilux,Sale,459
2012-05-01,2011-12,Toyota Hilux,Prod,348
2012-05-01,2011-12,Toyota Hilux,Sale,308
2012-06-01,2011-12,Toyota Hilux,Prod,622
2012-06-01,2011-12,Toyota Hilux,Sale,788
2012-07-01,2012-13,Toyota Hilux,Prod,449
2012-07-01,2012-13,Toyota Hilux,Sale,564
2012-08-01,2012-13,Toyota Hilux,Prod,248
2012-08-01,2012-13,Toyota Hilux,Sale,282
2012-09-01,2012-13,Toyota Hilux,Prod,325
2012-09-01,2012-13,Toyota Hilux,Sale,350
2012-10-01,2012-13,Toyota Hilux,Prod,333
2012-10-01,2012-13,Toyota Hilux,Sale,549
2012-11-01,2012-13,Toyota Hilux,Prod,343
2012-11-01,2012-13,Toyota Hilux,Sale,265
2012-12-01,2012-13,Toyota Hilux,Prod,150
2012-12-01,2012-13,Toyota Hilux,Sale,189
2013-01-01,2012-13,Toyota Hilux,Prod,443
2013-01-01,2012-13,Toyota Hilux,Sale,264
2013-02-01,2012-13,Toyota Hilux,Prod,239
2013-02-01,2012-13,Toyota Hilux,Sale,248
2013-03-01,2012-13,Toyota Hilux,Prod,237
2013-03-01,2012-13,Toyota Hilux,Sale,467
2013-04-01,2012-13,Toyota Hilux,Prod,268
2013-04-01,2012-13,Toyota Hilux,Sale,412
2013-05-01,2012-13,Toyota Hilux,Prod,293
2013-05-01,2012-13,Toyota Hilux,Sale,274
2013-06-01,2012-13,Toyota Hilux,Prod,348
2013-06-01,2012-13,Toyota Hilux,Sale,418
2013-07-01,2013-14,Toyota Hilux,Prod,391
2013-07-01,2013-14,Toyota Hilux,Sale,481
2013-08-01,2013-14,Toyota Hilux,Prod,369
2013-08-01,2013-14,Toyota Hilux,Sale,250
2013-09-01,2013-14,Toyota Hilux,Prod,438
2013-09-01,2013-14,Toyota Hilux,Sale,459
2013-10-01,2013-14,Toyota Hilux,Prod,505
2013-10-01,2013-14,Toyota Hilux,Sale,299
2013-11-01,2013-14,Toyota Hilux,Prod,307
2013-11-01,2013-14,Toyota Hilux,Sale,192
2013-12-01,2013-14,Toyota Hilux,Prod,164
2013-12-01,2013-14,Toyota Hilux,Sale,396
2014-01-01,2013-14,Toyota Hilux,Prod,332
2014-01-01,2013-14,Toyota Hilux,Sale,341
2014-02-01,2013-14,Toyota Hilux,Prod,401
2014-02-01,2013-14,Toyota Hilux,Sale,333
2014-03-01,2013-14,Toyota Hilux,Prod,409
2014-03-01,2013-14,Toyota Hilux,Sale,621
2014-04-01,2013-14,Toyota Hilux,Prod,272
2014-04-01,2013-14,Toyota Hilux,Sale,177
2014-05-01,2013-14,Toyota Hilux,Prod,411
2014-05-01,2013-14,Toyota Hilux,Sale,446
2014-06-01,2013-14,Toyota Hilux,Prod,469
2014-06-01,2013-14,Toyota Hilux,Sale,525
2014-07-01,2014-15,Toyota Hilux,Prod,381
2014-07-01,2014-15,Toyota Hilux,Sale,363
2014-08-01,2014-15,Toyota Hilux,Prod,432
2014-08-01,2014-15,Toyota Hilux,Sale,475
2014-09-01,2014-15,Toyota Hilux,Prod,354
2014-09-01,2014-15,Toyota Hilux,Sale,277
2014-10-01,2014-15,Toyota Hilux,Prod,306
2014-10-01,2014-15,Toyota Hilux,Sale,247
2014-11-01,2014-15,Toyota Hilux,Prod,298
2014-11-01,2014-15,Toyota Hilux,Sale,237
2014-12-01,2014-15,Toyota Hilux,Prod,350
2014-12-01,2014-15,Toyota Hilux,Sale,194
2015-01-01,2014-15,Toyota Hilux,Prod,386
2015-01-01,2014-15,Toyota Hilux,Sale,480
2015-02-01,2014-15,Toyota Hilux,Prod,409
2015-02-01,2014-15,Toyota Hilux,Sale,576
2015-03-01,2014-15,Toyota Hilux,Prod,395
2015-03-01,2014-15,Toyota Hilux,Sale,497
2015-04-01,2014-15,Toyota Hilux,Prod,471
2015-04-01,2014-15,Toyota Hilux,Sale,358
2015-05-01,2014-15,Toyota Hilux,Prod,631
2015-05-01,2014-15,Toyota Hilux,Sale,433
2015-06-01,2014-15,Toyota Hilux,Prod,398
2015-06-01,2014-15,Toyota Hilux,Sale,686
2015-07-01,2015-16,Toyota Hilux,Prod,379
2015-07-01,2015-16,Toyota Hilux,Sale,335
2015-08-01,2015-16,Toyota Hilux,Prod,504
2015-08-01,2015-16,Toyota Hilux,Sale,504
2015-09-01,2015-16,Toyota Hilux,Prod,292
2015-09-01,2015-16,Toyota Hilux,Sale,258
